87.726	142.413	195.583	0.000
87.939	142.913	193.552	0.000
87.013	143.577	196.440	0.000
81.617	129.607	190.867	1.000
81.710	130.377	190.217	1.000
82.428	129.955	188.419	1.000
73.019	133.798	187.390	2.000
75.568	134.787	185.716	2.000
71.354	132.284	187.060	2.000
60.902	144.978	172.274	3.000
60.115	144.723	173.401	3.000
59.982	145.965	172.904	3.000
69.173	157.010	177.478	-1.000
66.697	154.616	181.837	4.000
66.692	154.191	182.278	4.000
74.061	158.171	187.969	5.000
73.544	159.397	186.254	5.000
75.412	158.919	186.294	5.000
83.051	168.959	196.973	6.000
83.791	170.029	194.409	6.000
83.315	168.113	198.033	6.000
85.124	185.128	186.566	7.000
86.528	185.743	187.876	7.000
86.631	184.137	190.713	7.000
73.761	175.627	184.573	8.000
73.750	176.185	186.603	8.000
75.479	177.961	183.757	8.000
66.802	169.927	178.005	9.000
65.938	168.350	179.046	9.000
66.462	169.142	177.741	9.000
78.357	149.159	193.834	10.000
78.675	148.798	192.854	10.000
78.747	148.821	192.264	10.000
66.642	135.438	175.706	11.000
67.048	134.446	176.083	11.000
65.615	132.455	178.626	11.000
57.479	156.971	171.623	12.000
59.448	158.368	169.210	12.000
58.367	159.867	167.172	12.000
97.851	156.011	203.154	13.000
98.309	155.295	204.566	13.000
97.406	153.852	206.576	13.000
96.477	136.354	198.765	14.000
95.368	133.999	202.511	14.000
95.445	134.565	202.180	14.000
95.974	121.669	198.779	15.000
94.450	122.719	199.522	15.000
95.400	123.010	198.562	15.000
87.232	113.180	193.521	16.000
87.841	114.419	191.878	16.000
86.028	113.526	194.562	16.000
94.516	174.168	199.856	17.000
92.103	161.991	220.379	-1.000
93.446	174.629	199.170	17.000
109.324	155.945	208.395	18.000
110.623	156.550	208.610	18.000
109.280	155.381	210.295	18.000
76.500	113.336	185.761	19.000
75.944	115.643	183.632	19.000
75.829	114.428	184.517	19.000
67.268	120.796	172.988	20.000
68.360	119.890	174.955	20.000
67.620	118.644	174.539	20.000
