43.440	71.096	128.216	0.000	1.000	0.000	2.0	
44.367	77.931	135.603	0.000	0.000	1.000	2.0	
50.954	77.420	138.976	1.000	0.000	0.000	2.0	
46.697	83.722	137.027	1.000	0.000	0.000	2.0	
50.797	88.685	131.090	1.000	0.000	0.000	2.0	
48.226	87.376	130.180	1.000	0.000	0.000	2.0	
49.925	61.315	125.541	1.000	0.000	0.000	2.0	
50.442	61.687	125.387	1.000	0.000	0.000	2.0	
50.269	61.096	124.891	1.000	0.000	0.000	2.0	
63.113	54.492	133.809	1.000	0.000	0.000	2.0	
63.939	56.988	129.072	1.000	0.000	0.000	2.0	
64.120	53.466	131.377	1.000	0.000	0.000	2.0	
59.863	69.367	133.502	1.000	0.000	0.000	2.0	
60.092	68.541	134.867	1.000	0.000	0.000	2.0	
59.302	65.024	134.857	1.000	0.000	0.000	2.0	
43.784	71.832	126.165	1.000	0.000	0.000	2.0	
39.501	67.452	132.302	1.000	0.000	0.000	2.0	
43.188	71.387	124.716	1.000	0.000	0.000	2.0	
32.815	79.202	121.992	1.000	0.000	0.000	2.0	
34.865	81.369	119.589	1.000	0.000	0.000	2.0	
33.899	79.300	120.705	1.000	0.000	0.000	2.0	
28.329	66.953	112.530	1.000	0.000	0.000	2.0	
28.515	65.648	114.598	1.000	0.000	0.000	2.0	
32.930	71.080	107.838	1.000	0.000	0.000	2.0	
43.778	58.359	115.274	1.000	0.000	0.000	2.0	
41.025	55.012	115.774	1.000	0.000	0.000	2.0	
43.234	58.232	113.207	1.000	0.000	0.000	2.0	
48.595	51.499	120.228	1.000	0.000	0.000	2.0	
50.013	52.091	118.804	1.000	0.000	0.000	2.0	
48.095	50.190	121.452	1.000	0.000	0.000	2.0	
59.756	51.823	125.057	1.000	0.000	0.000	2.0	
57.122	46.422	128.306	1.000	0.000	0.000	2.0	
56.928	45.724	127.642	1.000	0.000	0.000	2.0	
48.948	69.531	130.911	1.000	0.000	0.000	2.0	
50.817	69.544	131.405	1.000	0.000	0.000	2.0	
49.370	67.438	130.037	1.000	0.000	0.000	2.0	
42.832	86.066	129.351	1.000	0.000	0.000	2.0	
45.804	86.518	128.106	1.000	0.000	0.000	2.0	
41.996	82.353	130.665	1.000	0.000	0.000	2.0	
37.074	91.142	130.079	1.000	0.000	0.000	2.0	
33.829	90.331	131.413	1.000	0.000	0.000	2.0	
37.031	91.307	127.783	1.000	0.000	0.000	2.0	
24.366	94.637	117.333	1.000	0.000	0.000	2.0	
22.832	97.101	117.438	1.000	0.000	0.000	2.0	
25.302	96.062	116.426	1.000	0.000	0.000	2.0	
44.188	114.460	135.930	1.000	0.000	0.000	2.0	
44.304	114.665	138.354	1.000	0.000	0.000	2.0	
41.286	110.313	143.903	1.000	0.000	0.000	2.0	
48.034	97.487	143.291	1.000	0.000	0.000	2.0	
47.179	92.167	150.606	1.000	0.000	0.000	2.0	
49.081	99.440	141.477	1.000	0.000	0.000	2.0	
34.729	100.307	131.929	1.000	0.000	0.000	2.0	
36.279	98.087	137.180	1.000	0.000	0.000	2.0	
42.105	93.096	144.606	1.000	0.000	0.000	2.0	
61.718	85.931	148.357	1.000	0.000	0.000	2.0	
59.371	82.777	153.244	1.000	0.000	0.000	2.0	
63.965	91.426	145.085	1.000	0.000	0.000	2.0	
58.084	97.922	157.737	1.000	0.000	0.000	2.0	
58.792	98.818	155.645	1.000	0.000	0.000	2.0	
58.273	99.056	154.007	1.000	0.000	0.000	2.0	
69.218	88.938	134.704	1.000	0.000	0.000	2.0	
66.352	74.589	148.963	1.000	0.000	0.000	2.0	
66.849	78.511	145.065	1.000	0.000	0.000	2.0	
