41.481	86.386	130.093	0.000
41.137	55.655	136.788	1.000
38.860	65.105	121.003	2.000
37.606	64.064	126.564	2.000
36.312	59.341	114.180	3.000
33.532	58.321	111.502	3.000
35.660	62.021	112.317	3.000
22.614	91.369	105.731	4.000
21.973	84.535	114.245	4.000
22.820	87.052	109.428	4.000
27.887	110.599	118.737	5.000
29.987	108.041	123.766	5.000
28.363	103.849	131.665	6.000
33.148	89.834	132.764	7.000
28.624	93.599	121.995	8.000
28.951	91.426	125.303	8.000
30.561	81.837	118.268	9.000
29.356	73.437	119.956	10.000
26.262	71.751	125.243	10.000
29.576	101.085	143.495	11.000
33.120	104.708	128.192	6.000
30.746	98.653	131.876	6.000
52.103	80.799	152.634	12.000
44.950	84.308	145.268	24.000
48.301	88.615	142.257	18.000
49.834	68.137	136.561	13.000
47.568	65.130	136.233	13.000
49.055	66.662	134.091	13.000
39.195	55.772	120.406	14.000
41.286	58.649	122.161	14.000
42.384	59.830	119.621	14.000
20.968	78.606	106.690	15.000
20.618	79.459	100.799	15.000
22.459	75.060	109.592	15.000
53.772	75.015	143.384	16.000
58.371	75.969	145.290	16.000
55.155	74.210	142.998	16.000
45.141	97.510	143.239	17.000
46.275	94.257	145.872	17.000
48.010	90.970	140.512	18.000
52.867	117.715	154.640	19.000
51.594	115.811	145.132	29.000
48.171	110.237	143.606	29.000
37.817	121.790	137.161	20.000
35.463	122.582	131.831	20.000
40.305	125.137	148.726	21.000
60.228	86.225	159.171	22.000
57.800	86.650	161.785	22.000
60.114	95.416	151.038	23.000
46.578	83.784	140.165	24.000
45.025	83.416	135.839	24.000
43.333	82.423	140.017	24.000
67.087	68.445	147.199	25.000
67.158	65.861	147.351	25.000
65.126	70.045	146.627	25.000
70.233	83.277	162.586	26.000
70.504	83.863	150.674	27.000
73.818	78.461	146.314	28.000
52.626	111.910	150.920	29.000
46.125	107.387	151.865	29.000
46.924	112.780	148.350	29.000
