38.835	128.450	205.393	0.000
39.242	128.301	204.010	0.000
40.655	129.171	204.197	0.000
54.163	126.729	220.511	1.000
52.689	130.027	210.319	2.000
51.378	129.759	210.895	2.000
40.795	117.729	205.374	3.000
41.872	116.629	204.463	3.000
39.325	119.056	201.206	3.000
46.795	103.622	202.571	4.000
47.138	105.018	202.612	4.000
46.323	106.370	202.153	4.000
36.438	113.226	199.845	5.000
37.322	112.189	199.769	5.000
36.634	113.327	200.901	5.000
31.225	118.131	202.915	6.000
30.411	117.598	199.012	13.000
30.086	114.948	203.703	6.000
22.869	127.336	192.847	7.000
23.454	124.618	195.592	7.000
21.626	125.588	188.529	7.000
32.846	143.438	203.753	8.000
32.855	143.154	204.119	8.000
31.808	142.246	201.082	8.000
40.965	138.543	204.788	9.000
40.377	136.607	210.547	9.000
39.987	139.636	205.723	9.000
53.132	142.501	212.553	10.000
53.252	141.092	213.509	10.000
53.903	140.675	214.886	10.000
30.635	136.156	198.453	11.000
30.667	131.647	201.552	11.000
30.712	135.054	200.091	11.000
52.067	118.190	210.924	12.000
52.186	116.289	209.597	12.000
50.757	116.833	208.400	12.000
29.436	114.997	195.765	13.000
28.555	111.987	199.587	13.000
29.509	114.570	196.527	13.000
22.951	110.830	185.525	14.000
23.922	112.333	188.567	14.000
22.309	110.262	192.620	14.000
35.263	101.409	194.369	15.000
34.796	101.368	192.973	15.000
36.077	100.286	195.852	15.000
57.681	105.187	210.395	16.000
57.122	104.722	209.121	16.000
57.325	105.735	209.241	16.000
61.363	93.046	204.278	17.000
62.268	92.517	205.292	17.000
61.716	93.379	205.390	17.000
67.154	115.873	214.389	18.000
66.731	117.353	212.025	18.000
67.606	115.234	214.503	18.000
46.445	91.636	196.046	19.000
46.524	91.519	195.827	19.000
45.916	91.619	194.506	19.000
17.195	139.550	193.792	20.000
17.373	146.113	187.120	21.000
16.454	141.973	197.513	20.000
