62.563	83.981	150.722	0.000
64.251	86.252	150.098	0.000
64.093	85.777	150.886	0.000
76.655	79.639	152.590	1.000
74.860	77.420	154.829	1.000
74.119	76.929	154.961	1.000
69.291	94.108	157.701	0.000
68.497	94.609	154.738	0.000
65.499	92.785	155.811	0.000
47.405	103.451	147.337	2.000
46.241	103.799	147.665	2.000
46.981	108.271	140.565	2.000
81.132	65.063	148.508	3.000
80.724	66.376	148.363	3.000
80.382	64.125	150.125	3.000
73.443	48.876	142.208	4.000
72.743	49.775	141.435	4.000
72.979	50.178	140.687	4.000
55.174	50.860	132.202	5.000
54.379	48.983	133.431	5.000
55.040	47.575	134.093	5.000
54.361	72.024	131.196	6.000
55.420	67.689	138.074	6.000
54.300	65.844	138.964	6.000
42.947	65.434	133.005	7.000
44.068	65.433	133.323	7.000
42.126	68.316	129.670	7.000
35.031	68.024	122.611	7.000
35.080	66.117	122.715	7.000
34.512	68.777	124.640	7.000
41.179	52.955	123.025	8.000
41.816	53.232	122.596	8.000
40.072	52.900	124.548	8.000
30.757	87.349	126.955	9.000
29.961	85.994	123.464	9.000
28.701	85.525	125.937	9.000
48.568	86.233	147.164	10.000
50.221	90.760	147.282	10.000
50.473	85.516	150.119	10.000
38.804	95.954	139.053	10.000
38.754	95.912	137.428	10.000
37.584	92.012	139.727	10.000
28.272	102.270	129.069	11.000
28.745	102.804	126.724	11.000
27.857	100.198	126.822	11.000
41.244	86.713	134.716	10.000
41.726	85.689	137.000	10.000
42.051	81.483	142.779	10.000
28.154	79.469	120.839	9.000
27.145	79.353	118.792	9.000
27.562	79.296	118.117	9.000
63.429	64.397	145.379	4.000
64.015	63.230	145.785	4.000
63.407	62.563	146.700	4.000
70.982	59.988	146.221	4.000
71.934	57.193	146.792	4.000
70.318	59.921	145.411	4.000
79.510	90.742	159.297	12.000
79.744	91.810	158.971	12.000
79.717	90.239	160.000	12.000
