69.241	78.730	151.277	0.000	0.000	1.000	2.0	HOTSPOT_FCP
68.398	81.309	149.508	0.000	1.000	0.000	2.0	HOTSPOT_ADM
60.689	86.665	149.634	1.000	0.000	0.000	2.0	HOTSPOT_FRC
68.385	82.083	153.877	0.000	0.000	1.000	2.0	
65.140	78.955	157.857	0.000	0.000	1.000	2.0	
66.758	81.640	154.936	0.000	0.000	1.000	2.0	
59.703	87.744	152.567	0.000	0.000	1.000	2.0	
59.834	83.263	155.873	0.000	0.000	1.000	2.0	
60.796	83.427	155.718	0.000	0.000	1.000	2.0	
68.381	90.285	155.993	0.000	0.000	1.000	2.0	
69.278	86.921	158.316	0.000	0.000	1.000	2.0	
67.383	85.484	159.780	0.000	0.000	1.000	2.0	
57.432	93.741	156.925	0.000	0.000	1.000	2.0	
58.199	96.928	153.596	0.000	0.000	1.000	2.0	
56.659	94.282	154.385	0.000	0.000	1.000	2.0	
47.421	93.218	146.008	0.000	0.000	1.000	2.0	
45.857	91.612	149.005	0.000	0.000	1.000	2.0	
46.488	94.524	144.470	0.000	0.000	1.000	2.0	
45.554	78.293	143.237	0.000	0.000	1.000	2.0	
45.349	79.069	143.344	0.000	0.000	1.000	2.0	
45.428	78.407	143.438	0.000	0.000	1.000	2.0	
58.876	69.033	148.027	0.000	0.000	1.000	2.0	
60.220	69.868	146.573	0.000	0.000	1.000	2.0	
58.038	70.526	146.636	0.000	0.000	1.000	2.0	
76.694	72.706	151.331	0.000	0.000	1.000	2.0	
75.457	66.690	156.387	0.000	0.000	1.000	2.0	
76.154	70.351	154.150	0.000	0.000	1.000	2.0	
76.585	83.718	163.627	0.000	0.000	1.000	2.0	
74.638	86.202	159.654	0.000	0.000	1.000	2.0	
76.059	86.578	158.526	0.000	0.000	1.000	2.0	
77.777	100.108	158.567	0.000	0.000	1.000	2.0	
77.157	94.300	166.257	0.000	0.000	1.000	2.0	
74.943	95.556	164.064	0.000	0.000	1.000	2.0	
67.816	97.894	159.820	0.000	0.000	1.000	2.0	
67.354	96.171	161.492	0.000	0.000	1.000	2.0	
67.513	94.935	162.903	0.000	0.000	1.000	2.0	
61.193	102.531	157.760	0.000	0.000	1.000	2.0	
58.547	103.176	157.812	0.000	0.000	1.000	2.0	
58.843	96.820	164.474	0.000	0.000	1.000	2.0	
48.860	101.662	156.266	0.000	0.000	1.000	2.0	
50.242	101.131	156.605	0.000	0.000	1.000	2.0	
51.276	102.000	155.507	0.000	0.000	1.000	2.0	
51.620	85.659	147.539	0.000	0.000	1.000	2.0	
51.309	84.229	150.319	0.000	0.000	1.000	2.0	
52.062	85.696	148.477	0.000	0.000	1.000	2.0	
54.726	77.336	146.446	0.000	0.000	1.000	2.0	
53.250	72.496	150.520	0.000	0.000	1.000	2.0	
53.643	77.736	145.187	0.000	0.000	1.000	2.0	
67.972	67.656	147.230	0.000	0.000	1.000	2.0	
68.370	68.405	148.451	0.000	0.000	1.000	2.0	
69.423	68.009	149.833	0.000	0.000	1.000	2.0	
66.033	105.230	159.994	0.000	0.000	1.000	2.0	
66.130	105.924	159.475	0.000	0.000	1.000	2.0	
65.108	106.575	158.334	0.000	0.000	1.000	2.0	
74.765	108.080	163.761	0.000	0.000	1.000	2.0	
75.363	104.878	165.907	0.000	0.000	1.000	2.0	
75.168	105.880	166.487	0.000	0.000	1.000	2.0	
52.841	90.459	156.099	0.000	0.000	1.000	2.0	
53.993	94.507	150.158	0.000	0.000	1.000	2.0	
53.174	93.809	151.383	0.000	0.000	1.000	2.0	
61.446	75.435	147.833	0.000	0.000	1.000	2.0	
60.466	76.187	146.803	0.000	0.000	1.000	2.0	
60.269	74.926	147.571	0.000	0.000	1.000	2.0	
