74.813	141.404	184.536	0.000	1.000	0.000	2.0	HE_ADM
85.622	152.940	199.478	1.000	0.000	0.000	2.0	HE_FRC
85.944	147.720	196.980	0.000	0.000	1.000	2.0	HE_FCP
73.612	143.201	185.099	0.000	1.000	0.000	2.0	
75.521	145.088	186.075	0.000	1.000	0.000	2.0	
74.378	145.815	184.746	0.000	1.000	0.000	2.0	
82.207	143.332	197.426	0.000	1.000	0.000	2.0	
82.526	146.568	195.299	0.000	1.000	0.000	2.0	
83.531	148.252	193.607	0.000	1.000	0.000	2.0	
82.126	130.808	189.814	0.000	1.000	0.000	2.0	
80.681	129.086	190.981	0.000	1.000	0.000	2.0	
81.206	130.491	189.507	0.000	1.000	0.000	2.0	
98.662	175.345	196.939	0.000	1.000	0.000	2.0	
99.050	175.585	200.259	0.000	1.000	0.000	2.0	
97.302	174.945	198.697	0.000	1.000	0.000	2.0	
96.068	164.753	193.579	0.000	1.000	0.000	2.0	
95.872	162.806	198.826	0.000	1.000	0.000	2.0	
97.035	164.030	197.252	0.000	1.000	0.000	2.0	
82.709	168.461	193.013	0.000	1.000	0.000	2.0	
82.732	170.655	187.266	0.000	1.000	0.000	2.0	
81.912	169.585	191.431	0.000	1.000	0.000	2.0	
101.266	145.573	201.884	0.000	1.000	0.000	2.0	
100.186	145.353	201.272	0.000	1.000	0.000	2.0	
101.319	145.204	202.027	0.000	1.000	0.000	2.0	
93.610	122.767	192.197	0.000	1.000	0.000	2.0	
93.238	120.644	195.114	0.000	1.000	0.000	2.0	
92.540	120.723	194.365	0.000	1.000	0.000	2.0	
99.388	106.341	195.600	0.000	1.000	0.000	2.0	
98.282	106.582	197.992	0.000	1.000	0.000	2.0	
99.503	106.893	196.139	0.000	1.000	0.000	2.0	
99.167	105.901	198.232	0.000	1.000	0.000	2.0	
86.574	108.561	190.014	0.000	1.000	0.000	2.0	
87.127	109.531	186.474	0.000	1.000	0.000	2.0	
86.343	108.533	187.540	0.000	1.000	0.000	2.0	
70.733	115.801	178.262	0.000	1.000	0.000	2.0	
70.800	112.778	180.331	0.000	1.000	0.000	2.0	
71.840	115.339	177.588	0.000	1.000	0.000	2.0	
62.736	148.397	167.876	0.000	1.000	0.000	2.0	
62.783	146.523	169.827	0.000	1.000	0.000	2.0	
62.820	146.080	168.647	0.000	1.000	0.000	2.0	
65.125	125.424	175.426	0.000	1.000	0.000	2.0	
64.971	128.176	163.521	0.000	1.000	0.000	2.0	
65.379	127.334	164.691	0.000	1.000	0.000	2.0	
72.384	166.299	178.208	0.000	1.000	0.000	2.0	
71.728	167.252	175.082	0.000	1.000	0.000	2.0	
69.686	164.603	183.873	0.000	1.000	0.000	2.0	
71.187	179.522	175.337	0.000	1.000	0.000	2.0	
70.164	179.118	173.421	0.000	1.000	0.000	2.0	
70.341	179.985	171.244	0.000	1.000	0.000	2.0	
58.723	168.903	166.284	0.000	1.000	0.000	2.0	
60.204	169.772	167.273	0.000	1.000	0.000	2.0	
55.627	167.544	164.717	0.000	1.000	0.000	2.0	
51.967	151.558	152.517	0.000	1.000	0.000	2.0	
52.273	152.425	150.098	0.000	1.000	0.000	2.0	
54.239	152.513	158.405	0.000	1.000	0.000	2.0	
98.936	134.627	202.135	0.000	1.000	0.000	2.0	
100.273	135.155	200.089	0.000	1.000	0.000	2.0	
99.806	133.030	203.133	0.000	1.000	0.000	2.0	
112.618	124.958	208.422	0.000	1.000	0.000	2.0	
111.750	125.973	209.896	0.000	1.000	0.000	2.0	
110.958	126.729	209.526	0.000	1.000	0.000	2.0	
116.191	141.552	210.026	0.000	1.000	0.000	2.0	
114.917	142.110	211.120	0.000	1.000	0.000	2.0	
116.773	140.193	212.977	0.000	1.000	0.000	2.0	
